overall_qual,gr_liv_area,nb_ranking,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,full_bath,totrms_abvgrd,mas_vnr_area,fireplaces,bsmtfin_sf_1,open_porch_sf,wood_deck_sf,lot_area,saleprice
4,1229,1.7,284.0,1.0,1134.0,1229,1956,1956,1,6,0.0,0,1059.0,0,0,17140,135000
7,1932,2.5,610.0,2.0,979.0,992,2003,2003,2,7,0.0,1,654.0,120,0,8749,213000
6,1299,1.4,494.0,2.0,967.0,1299,1954,1995,1,6,0.0,1,736.0,0,81,11375,150000
7,1402,2.1,648.0,3.0,1258.0,1402,2006,2007,0,7,72.0,1,0.0,16,120,3922,194201
7,1504,2.1,457.0,2.0,1346.0,1504,2005,2006,2,7,16.0,1,16.0,0,156,3182,181000
6,1442,1.9,301.0,1.0,1442.0,1442,1958,1958,1,7,243.0,0,608.0,0,0,9750,157900
7,1779,2.5,586.0,2.0,951.0,951,1999,2000,2,7,0.0,1,894.0,107,208,13426,217000
8,1953,2.15,1043.0,3.0,1082.0,1082,2005,2006,2,9,0.0,1,0.0,50,160,10574,252000
7,1909,2.5,529.0,2.0,872.0,872,2002,2002,2,8,0.0,0,0.0,108,0,8726,197000
7,1630,2.1,436.0,2.0,868.0,868,2004,2005,2,7,200.0,1,0.0,48,120,7984,189500
5,1250,1.7,280.0,1.0,686.0,686,1918,1950,1,7,0.0,0,0.0,0,207,8248,116000
6,1328,2.05,528.0,2.0,1328.0,1328,1963,1963,1,6,451.0,2,569.0,26,0,9790,143000
5,988,1.9,276.0,1.0,876.0,988,1950,1950,1,6,0.0,0,534.0,80,0,7200,119000
6,1278,1.9,240.0,1.0,854.0,854,1954,1954,1,6,0.0,0,673.0,0,0,7200,127500
6,1716,2.15,615.0,2.0,858.0,858,2005,2005,2,7,0.0,0,0.0,53,0,8125,200825
2,498,1.7,216.0,1.0,498.0,498,1922,1955,1,3,0.0,0,0.0,0,0,8088,35000
7,2840,2.05,1314.0,4.0,1420.0,1420,1978,1978,2,8,168.0,2,988.0,16,0,12511,292500
6,987,1.0,280.0,1.0,483.0,483,1970,1970,1,5,127.0,0,321.0,0,0,1869,106000
4,756,1.4,440.0,2.0,660.0,756,1927,1950,1,4,0.0,0,0.0,0,80,9259,85000
8,1712,2.7,701.0,3.0,1712.0,1712,2002,2003,2,8,270.0,1,1196.0,183,218,16770,286500
6,1069,1.35,440.0,2.0,1069.0,1069,1977,1977,2,4,0.0,1,360.0,55,0,4043,127500
7,1335,2.15,575.0,2.0,1335.0,1335,2006,2007,2,6,0.0,0,0.0,210,0,9000,210400
8,1518,2.7,588.0,2.0,1518.0,1518,2003,2004,1,6,472.0,1,1218.0,140,185,12677,274000
8,1780,2.85,612.0,2.0,920.0,920,2007,2007,2,6,0.0,1,770.0,192,0,12852,264966
4,1484,1.05,264.0,1.0,771.0,866,1910,1950,2,6,0.0,0,0.0,211,14,10320,50000
5,1652,1.85,416.0,1.0,686.0,966,1915,1950,2,7,0.0,0,686.0,0,0,10800,139000
7,2503,2.6,564.0,2.0,1223.0,1271,1990,1990,2,7,272.0,1,727.0,99,0,19522,300000
8,2704,1.9,538.0,2.0,1952.0,2000,1972,1995,2,9,0.0,3,1410.0,111,269,13860,345000
8,1592,2.5,484.0,2.0,1556.0,1592,1994,1995,2,7,519.0,1,408.0,35,120,11927,228000
7,1394,2.1,400.0,2.0,384.0,754,2003,2003,2,7,0.0,1,0.0,0,100,11950,165500
4,1328,1.85,210.0,1.0,686.0,810,1925,1950,1,8,0.0,0,0.0,172,0,9906,107000
8,1593,3.6,682.0,2.0,1593.0,1593,2001,2002,1,5,0.0,1,1153.0,120,0,4923,286000
4,720,1.05,0.0,0.0,720.0,720,1920,1950,1,4,0.0,0,495.0,523,0,7879,34900
5,912,1.9,288.0,1.0,912.0,912,1964,1964,1,5,0.0,0,312.0,0,0,7800,115000
8,1456,2.1,400.0,2.0,1273.0,1456,2003,2003,2,7,40.0,1,0.0,20,143,3196,215000
7,1944,1.85,216.0,1.0,672.0,1272,1915,1994,2,8,0.0,0,0.0,28,24,9928,179900
8,1502,3.6,528.0,2.0,1488.0,1502,1985,1985,1,4,0.0,0,368.0,54,0,6820,212000
8,2064,2.1,527.0,2.0,1074.0,1074,2005,2005,2,7,216.0,1,0.0,119,0,13128,250000
5,1576,1.35,225.0,1.0,1042.0,1042,1928,1950,1,8,0.0,1,0.0,0,0,6240,149000
6,1658,2.1,431.0,2.0,773.0,773,1995,1996,2,8,0.0,1,219.0,84,224,8000,188000
3,713,1.85,371.0,1.0,713.0,713,1930,2001,1,5,0.0,0,0.0,75,0,10410,99800
7,2554,1.85,704.0,2.0,718.0,1576,1890,1998,1,8,0.0,0,0.0,48,0,10800,159500
7,1374,2.1,400.0,2.0,384.0,744,2004,2004,2,7,0.0,1,326.0,0,100,13300,184500
8,2574,2.5,868.0,3.0,1482.0,1482,2007,2007,2,10,270.0,1,0.0,148,0,9588,276000
6,1548,1.35,440.0,2.0,804.0,804,1976,1976,2,7,0.0,1,556.0,0,48,2308,155000
5,1404,1.45,504.0,2.0,1188.0,1404,1969,2000,2,7,176.0,1,594.0,16,0,13383,160000
5,1440,1.9,480.0,2.0,720.0,720,1964,1964,1,7,0.0,1,360.0,32,0,9350,157500
8,1803,1.45,482.0,2.0,1679.0,1803,1994,1995,2,6,0.0,2,1341.0,64,129,9892,285000
5,2200,1.7,0.0,0.0,1272.0,1272,1900,2003,2,9,0.0,0,1084.0,70,0,8777,145900
7,2037,2.0,472.0,2.0,672.0,1302,1996,1996,2,8,0.0,1,0.0,33,100,10541,229000
4,1281,1.85,580.0,2.0,1151.0,845,1925,1993,2,6,0.0,0,1030.0,0,0,10284,128500
8,1976,3.4,885.0,3.0,1044.0,1079,1998,1998,2,7,242.0,1,791.0,31,210,9660,286000
6,1608,2.1,470.0,2.0,945.0,945,1997,1997,2,7,0.0,1,847.0,30,252,10179,189500
5,1210,1.9,616.0,1.0,0.0,1210,1953,1953,1,7,140.0,0,0.0,0,208,9533,102900
5,1612,1.35,363.0,1.0,988.0,1030,1950,1997,1,7,0.0,0,788.0,0,0,5830,128500
5,1728,1.9,371.0,1.0,1216.0,1216,1953,2004,1,7,0.0,1,198.0,0,200,12099,156000
8,2482,2.85,642.0,3.0,1094.0,1133,2005,2006,2,9,245.0,1,0.0,39,144,12665,281213
7,2069,1.9,505.0,2.0,585.0,2069,1960,2007,2,9,0.0,1,425.0,0,0,27650,242000
6,1478,1.9,498.0,2.0,1478.0,1478,1960,1960,2,6,30.0,2,1270.0,40,0,17600,157500
7,1724,1.7,616.0,2.0,796.0,806,2003,2004,2,8,190.0,1,0.0,57,168,7162,196500
7,1425,2.5,591.0,2.0,1425.0,1425,1998,1998,2,5,0.0,0,846.0,130,0,8685,193000
5,1322,1.35,280.0,1.0,672.0,899,1939,1952,1,7,0.0,0,48.0,0,0,6240,132000
7,1428,1.85,576.0,2.0,712.0,848,1900,1970,1,7,0.0,0,208.0,0,264,6451,139900
6,1194,1.9,312.0,1.0,1194.0,1194,1959,1959,1,6,220.0,0,0.0,0,0,8760,148000
8,1818,2.7,774.0,3.0,895.0,895,2007,2007,2,8,246.0,1,669.0,104,196,12568,281500
8,2956,2.7,916.0,3.0,1706.0,1718,2004,2004,2,11,502.0,1,0.0,50,194,13069,342000
6,1210,1.45,528.0,2.0,1128.0,1210,1975,1975,2,6,257.0,0,576.0,0,0,11080,148000
5,1641,1.4,490.0,2.0,1001.0,1001,1972,1972,2,5,0.0,1,190.0,0,0,10759,140000
5,1053,1.9,750.0,2.0,1008.0,1053,1958,1991,1,6,85.0,0,567.0,80,0,8973,150000
7,2125,3.4,576.0,2.0,1064.0,1064,1996,1997,2,12,0.0,2,851.0,0,168,10990,279500
6,1072,1.7,525.0,2.0,547.0,1072,2005,2005,1,5,76.0,0,467.0,44,0,3675,140000
6,1664,1.45,616.0,2.0,1664.0,1664,1978,1978,2,10,0.0,0,0.0,0,0,8385,145000
7,1337,1.9,511.0,2.0,1405.0,1337,1999,1999,2,5,0.0,1,1051.0,68,203,5858,184000
8,1226,1.95,484.0,2.0,1226.0,1226,1978,1978,1,4,0.0,1,1052.0,78,223,3880,206000
4,1092,1.25,253.0,1.0,546.0,546,1972,1972,1,5,0.0,0,252.0,0,0,1504,85500
6,1660,2.5,240.0,1.0,715.0,849,1934,1995,1,6,0.0,1,326.0,0,0,11988,188700
6,1671,2.05,484.0,2.0,1427.0,1671,1978,1986,2,7,101.0,1,363.0,55,252,10928,200000
7,1061,2.0,462.0,2.0,1054.0,1061,1990,1991,1,4,0.0,0,460.0,36,114,10778,162000
5,672,1.4,240.0,1.0,672.0,672,1940,1997,1,4,0.0,0,0.0,0,168,10200,108000
5,1621,2.05,478.0,2.0,1621.0,1621,1975,1975,2,7,161.0,2,1333.0,0,0,9373,213000
8,1734,2.7,928.0,3.0,1734.0,1734,2007,2007,2,7,328.0,1,1004.0,0,0,12085,318000
5,2138,1.85,360.0,2.0,849.0,1075,1898,1965,2,11,0.0,0,0.0,156,40,8100,106000
6,2009,1.7,795.0,3.0,672.0,1337,1928,1950,2,8,0.0,2,0.0,42,0,19950,235000
4,1225,1.9,0.0,0.0,950.0,1225,1959,1959,1,6,0.0,0,569.0,0,352,9320,128950
6,1362,1.9,504.0,2.0,1362.0,1362,1961,1961,1,6,491.0,1,288.0,20,0,10197,163000
5,1134,1.7,240.0,1.0,756.0,756,1940,1950,1,7,0.0,0,312.0,0,0,8160,126000
7,2082,1.85,484.0,2.0,1362.0,1362,2003,2003,2,6,0.0,0,0.0,238,280,11426,200000
5,1524,1.9,315.0,1.0,874.0,874,1958,1958,1,7,180.0,0,460.0,0,0,11344,144000
5,1800,1.9,0.0,0.0,1800.0,1800,1961,1961,2,10,0.0,0,0.0,0,0,8000,141000
8,2582,3.4,758.0,3.0,1389.0,1411,1998,1999,2,9,0.0,1,1048.0,60,286,11002,322500
7,1661,2.5,598.0,2.0,1649.0,1661,1998,1998,2,6,442.0,0,0.0,34,0,12137,224900
5,1576,1.35,528.0,2.0,1324.0,1072,1923,2004,1,6,0.0,1,1309.0,312,0,21384,223500
4,960,1.7,288.0,1.0,672.0,960,1956,1956,1,5,0.0,0,0.0,0,64,8926,112000
6,1604,2.1,470.0,2.0,926.0,926,1997,1998,2,7,0.0,1,706.0,36,0,8702,187500
1,904,1.7,0.0,0.0,683.0,904,1922,1950,0,4,0.0,0,350.0,0,0,10020,61000
6,1196,1.7,528.0,2.0,684.0,684,1920,2000,1,7,0.0,0,0.0,46,0,12354,110000
3,729,1.35,0.0,0.0,270.0,729,1935,2003,1,5,0.0,0,0.0,0,0,4130,52000
6,1362,2.7,460.0,2.0,1362.0,1362,2005,2006,2,6,256.0,1,762.0,28,192,6289,207000
5,1964,1.45,0.0,0.0,940.0,1024,1911,1950,1,7,0.0,0,0.0,192,0,8525,130000
4,1296,1.4,516.0,2.0,0.0,1296,1967,1967,2,6,0.0,0,0.0,0,0,10791,90000
5,1287,1.45,440.0,2.0,624.0,624,1992,1992,1,6,0.0,0,330.0,0,150,10429,130000
5,1252,1.35,576.0,2.0,504.0,936,1908,1991,1,5,0.0,0,0.0,0,104,7438,127000
9,1905,2.15,788.0,3.0,1905.0,1905,2006,2006,2,8,302.0,1,0.0,191,0,11670,320000
5,1130,1.85,720.0,2.0,1120.0,1130,1920,1950,1,5,0.0,1,821.0,0,229,10800,120000
7,1659,2.0,484.0,2.0,831.0,831,2004,2004,2,8,122.0,0,0.0,68,144,11920,181000
4,894,1.7,400.0,2.0,894.0,894,1954,1954,1,5,0.0,0,552.0,0,0,9450,110000
4,1701,1.85,0.0,0.0,600.0,1101,1920,1950,2,8,0.0,0,0.0,0,0,7627,94550
4,869,1.35,0.0,0.0,440.0,869,1923,1958,1,4,0.0,0,0.0,0,0,5900,85500
5,1008,1.45,678.0,2.0,923.0,1008,1977,1977,1,4,144.0,1,923.0,66,201,9129,153500
3,1733,1.7,452.0,2.0,0.0,1733,1955,1955,2,8,0.0,1,0.0,0,0,13680,139600
5,1568,1.9,440.0,2.0,1568.0,1568,1967,1967,1,7,0.0,0,0.0,40,160,9600,143000
8,3238,3.4,666.0,3.0,2033.0,2053,1995,1996,2,9,579.0,1,816.0,86,283,14720,410000
6,1772,2.5,492.0,2.0,928.0,928,1998,1998,2,7,120.0,1,606.0,96,150,8750,200000
5,864,1.9,312.0,1.0,864.0,864,1967,1967,1,5,0.0,0,648.0,0,0,7130,130000
6,1639,1.7,240.0,1.0,747.0,892,1946,1950,1,6,0.0,1,342.0,50,0,9350,154400
8,2715,2.05,831.0,2.0,1142.0,1175,1976,1996,3,11,289.0,2,575.0,204,0,8963,299800
5,1112,1.7,226.0,1.0,585.0,687,1934,1950,2,6,0.0,0,0.0,0,0,9780,63000
5,1347,1.85,551.0,2.0,1347.0,1347,1957,1957,1,6,0.0,0,274.0,0,0,5805,143000
5,964,1.9,784.0,2.0,964.0,964,1961,1961,1,5,56.0,1,700.0,0,170,8243,137500
6,2872,2.05,619.0,2.0,1330.0,1542,1977,1995,2,11,424.0,1,896.0,282,550,12227,272000
6,1167,2.1,400.0,2.0,1158.0,1167,1992,1992,2,6,106.0,0,560.0,26,120,9248,173000
7,1524,2.35,478.0,2.0,1524.0,1524,1979,1979,2,7,0.0,2,599.0,0,140,20270,245000
5,936,1.85,672.0,2.0,936.0,936,1980,1980,1,4,180.0,0,936.0,0,49,7200,140000
7,2696,2.5,792.0,3.0,1264.0,1282,2007,2007,2,10,220.0,1,984.0,184,120,9965,383970
4,1482,1.7,609.0,2.0,954.0,1482,1954,1968,2,6,60.0,1,691.0,30,0,16012,125000
5,768,2.5,396.0,2.0,768.0,768,1972,2007,1,5,0.0,0,656.0,0,58,8445,133000
8,1468,2.15,898.0,3.0,1468.0,1468,2008,2009,2,6,72.0,1,0.0,150,210,9612,244600
5,1044,1.9,372.0,2.0,912.0,1044,1968,1968,1,5,0.0,1,744.0,48,200,10180,139000
5,1036,1.9,312.0,1.0,1036.0,1036,1953,1953,1,5,88.0,0,531.0,24,120,7584,112900
5,1360,1.85,330.0,1.0,680.0,680,1910,2003,1,6,0.0,0,0.0,50,192,4800,111000
6,1392,1.9,458.0,2.0,1392.0,1392,1957,1957,1,6,387.0,2,1040.0,0,0,11900,166000
7,1950,2.15,576.0,2.0,975.0,975,1997,1998,2,7,1600.0,1,649.0,10,0,7399,239000
7,1344,1.45,784.0,4.0,1344.0,1344,1997,1998,2,8,200.0,0,1309.0,0,0,8940,209200
5,1484,2.05,487.0,2.0,1484.0,1484,1971,1971,2,7,0.0,1,998.0,0,224,12243,175000
7,1760,2.7,583.0,2.0,1760.0,1760,2003,2004,2,8,418.0,1,1262.0,190,165,12878,269500
7,2322,2.1,400.0,2.0,1037.0,1037,1999,2000,2,8,0.0,1,870.0,44,144,12460,225000
8,1742,3.6,564.0,2.0,1742.0,1742,1985,1985,2,5,0.0,1,1148.0,28,114,6563,275000
5,1376,1.9,240.0,1.0,768.0,968,1941,1950,1,6,0.0,1,368.0,0,0,9492,105000
5,1086,1.9,484.0,2.0,1024.0,1086,1966,1966,1,6,1047.0,1,516.0,0,0,13400,159950
5,1656,1.85,180.0,1.0,660.0,808,1916,1987,2,8,0.0,0,0.0,0,0,10410,135000
8,2122,2.7,938.0,3.0,2108.0,2122,2007,2007,2,7,0.0,1,1518.0,142,130,14333,345474
5,1522,1.45,0.0,0.0,1008.0,1008,1926,1950,2,7,0.0,0,0.0,0,0,6000,102000
7,1696,2.5,625.0,2.0,1696.0,1696,1971,1971,2,7,652.0,2,434.0,146,0,20693,198000
8,2078,2.15,836.0,3.0,1034.0,1050,2007,2008,2,8,100.0,1,789.0,102,0,10800,339750
5,1466,1.85,566.0,2.0,796.0,1096,1936,1989,2,7,0.0,1,626.0,21,436,10800,170000
5,876,1.9,576.0,2.0,876.0,876,1951,1951,1,5,0.0,1,432.0,0,0,7200,94000
7,1737,2.5,578.0,2.0,851.0,851,2006,2006,2,7,0.0,0,0.0,105,0,8581,203160
7,1662,2.15,711.0,3.0,1652.0,1662,2006,2007,2,8,0.0,1,1430.0,120,168,10625,291000
6,2267,2.1,390.0,2.0,1010.0,1010,2002,2002,2,8,0.0,1,0.0,46,120,8068,200000
5,1584,1.9,506.0,2.0,1584.0,1584,1967,1967,2,8,0.0,0,0.0,0,0,8917,119000
1,334,1.35,0.0,0.0,0.0,334,1946,1950,1,2,0.0,0,0.0,0,0,5000,39300
4,796,1.05,0.0,0.0,796.0,796,1922,1950,1,5,0.0,0,0.0,0,0,3636,55000
7,1812,2.15,469.0,2.0,952.0,952,2002,2002,2,7,0.0,1,0.0,112,144,7500,205000
6,1092,1.0,264.0,1.0,525.0,525,1972,1972,1,6,504.0,0,382.0,0,352,1680,108000
5,1632,1.45,576.0,2.0,1632.0,1632,1967,1967,2,8,0.0,0,0.0,0,0,25000,143000
7,3082,1.45,672.0,2.0,824.0,1687,1920,1970,2,12,0.0,2,523.0,63,136,15863,197000
7,1665,2.15,562.0,2.0,813.0,822,2007,2007,2,7,0.0,0,0.0,0,0,8125,205950
6,1743,2.05,539.0,2.0,702.0,1041,1968,1968,1,7,365.0,1,384.0,0,224,11700,175000
8,2048,2.15,552.0,2.0,1054.0,1072,2003,2004,2,8,0.0,2,964.0,48,0,8010,301000
7,1314,2.7,626.0,2.0,1314.0,1314,2007,2008,2,6,166.0,1,904.0,62,172,5001,230000
7,1405,2.7,478.0,2.0,1405.0,1405,2003,2003,2,6,163.0,1,0.0,36,148,3136,171750
7,1027,1.85,0.0,0.0,931.0,1027,1920,2006,1,5,0.0,1,0.0,28,0,5400,120000
5,1324,1.35,180.0,1.0,741.0,741,1930,1984,1,7,0.0,0,0.0,0,0,6120,110000
6,1074,1.7,467.0,1.0,663.0,1074,1950,1987,1,6,0.0,1,104.0,52,0,11479,144500
5,1422,1.9,576.0,2.0,925.0,1422,1970,1990,1,7,0.0,0,566.0,0,252,9457,155000
6,1200,1.85,312.0,1.0,1200.0,1200,1923,1950,1,7,0.0,0,0.0,0,0,11340,125000
7,1690,1.85,624.0,2.0,560.0,930,1910,2008,2,5,0.0,0,0.0,0,0,7200,156500
6,1212,1.4,492.0,2.0,506.0,1212,1977,1995,1,6,46.0,1,506.0,12,292,8471,151000
6,1105,1.9,308.0,1.0,1105.0,1105,1957,1957,1,5,143.0,0,546.0,0,0,10454,135000
4,1092,1.25,253.0,1.0,546.0,546,1972,1972,1,5,0.0,0,252.0,0,0,1484,79400
6,1358,2.7,484.0,2.0,1358.0,1358,2005,2005,2,6,240.0,1,836.0,36,192,6904,213000
8,1908,2.85,431.0,2.0,967.0,993,2002,2002,2,9,0.0,0,0.0,0,135,14191,202900
6,1796,2.5,546.0,2.0,794.0,882,1998,1998,2,7,0.0,0,706.0,36,0,9531,211000
5,1800,1.9,0.0,0.0,1800.0,1800,1961,1961,2,10,0.0,0,0.0,0,0,8513,130000
6,1608,1.45,216.0,1.0,976.0,1160,1925,1990,2,7,0.0,1,264.0,16,147,6171,137450
4,1620,1.4,490.0,2.0,1281.0,1620,1976,1993,2,8,0.0,1,1116.0,78,120,9991,150000
5,1111,1.7,200.0,1.0,616.0,616,1941,1950,1,5,0.0,0,236.0,0,48,9084,95000
7,1501,2.15,440.0,2.0,744.0,757,1999,1999,2,6,360.0,0,549.0,0,0,2280,179400
5,1588,2.15,561.0,2.0,725.0,725,2007,2007,3,8,0.0,0,0.0,0,0,10411,212109
5,1235,1.9,480.0,2.0,1235.0,1235,1961,1961,1,6,203.0,0,600.0,0,0,8500,98600
5,1325,1.7,576.0,2.0,409.0,1325,1948,2005,2,6,0.0,1,300.0,42,0,17541,216000
8,2234,3.4,768.0,3.0,1160.0,1205,2000,2000,2,7,322.0,1,505.0,50,0,9545,300000
7,2260,2.35,533.0,2.0,1306.0,1306,1996,1997,2,7,0.0,0,1201.0,44,296,14000,328000
5,1109,1.9,288.0,1.0,372.0,576,1971,2005,1,5,82.0,0,349.0,0,35,10500,139000
5,1000,2.35,575.0,2.0,1000.0,1000,1963,1963,1,4,0.0,2,104.0,0,238,13050,164000
6,1045,1.6,462.0,2.0,516.0,529,1980,1980,1,5,0.0,1,330.0,0,180,1782,123900
5,858,1.35,0.0,0.0,858.0,858,1958,2008,1,4,0.0,0,696.0,0,117,7207,116500
6,1337,1.9,522.0,2.0,1405.0,1337,1997,1998,2,5,0.0,1,930.0,68,0,10943,177000
4,1315,1.05,436.0,2.0,808.0,838,1958,1958,2,5,0.0,0,681.0,0,0,4330,99500
6,1326,2.1,427.0,2.0,1326.0,1326,2006,2006,2,6,0.0,0,0.0,0,100,11660,174190
7,1200,2.15,480.0,2.0,600.0,520,2005,2005,2,4,0.0,0,0.0,166,0,3180,151000
6,848,2.5,420.0,2.0,848.0,848,2003,2003,1,4,170.0,0,672.0,0,140,4435,143750
5,796,1.45,336.0,1.0,796.0,796,1972,1972,1,4,0.0,0,720.0,0,138,7689,131900
5,1432,1.45,531.0,2.0,716.0,716,1977,1977,1,6,0.0,1,531.0,136,0,8286,157000
5,1344,1.05,468.0,1.0,672.0,672,1920,1997,1,6,0.0,0,456.0,128,0,10690,147000
7,1432,2.1,432.0,2.0,716.0,716,2004,2005,2,6,0.0,1,425.0,51,100,7795,188500
7,1364,2.7,484.0,2.0,1364.0,1364,2005,2005,2,6,240.0,1,659.0,36,192,7052,185850
5,984,1.4,310.0,1.0,984.0,984,1965,1965,1,5,0.0,0,554.0,0,0,9308,126000
5,864,1.9,308.0,1.0,864.0,864,1959,1959,1,5,0.0,0,403.0,0,0,8125,118000
9,1612,3.6,556.0,2.0,1612.0,1612,2006,2006,2,6,165.0,1,797.0,164,0,8035,319900
6,1003,1.45,588.0,2.0,1003.0,1003,1984,1984,1,6,0.0,0,819.0,0,120,7937,142500
5,1200,1.9,246.0,1.0,1200.0,1200,1950,1950,1,6,0.0,0,390.0,0,126,9600,129900
7,1368,2.7,474.0,2.0,1368.0,1368,2005,2006,2,6,94.0,1,0.0,35,132,6955,202500
5,1640,1.4,394.0,2.0,0.0,1640,1950,1950,1,7,0.0,1,0.0,0,0,21370,131000
6,1838,2.5,721.0,3.0,1838.0,1838,1997,1998,2,8,0.0,0,1593.0,67,160,10126,185000
6,1456,1.35,440.0,2.0,855.0,855,1978,1978,2,6,0.0,1,279.0,0,147,2364,138000
6,1368,1.85,216.0,1.0,684.0,684,1910,1993,1,7,0.0,0,0.0,158,0,3600,114504
6,1487,1.7,220.0,1.0,735.0,798,1945,1950,1,7,0.0,1,94.0,140,0,8741,113000
4,1154,1.05,240.0,1.0,796.0,796,1922,2007,1,7,0.0,0,735.0,96,0,5436,125500
5,1020,1.4,528.0,2.0,980.0,1020,1964,2001,2,5,50.0,1,68.0,0,0,14149,165000
5,1440,1.85,352.0,1.0,540.0,889,1900,1950,1,6,0.0,0,0.0,0,0,5000,79000
6,1236,2.15,480.0,2.0,600.0,600,2005,2005,2,4,216.0,0,376.0,166,0,2544,152000
6,1664,1.35,420.0,2.0,1004.0,1004,1947,1950,2,7,0.0,2,399.0,24,0,5000,159000
4,1100,1.9,312.0,1.0,1100.0,1100,1960,1960,1,6,0.0,1,419.0,0,355,12493,141000
6,1488,1.9,430.0,2.0,1008.0,1488,1964,1964,1,7,112.0,1,260.0,60,154,10368,167000
5,1453,1.35,240.0,1.0,835.0,955,1942,1950,1,7,300.0,2,360.0,0,0,6360,132000
7,1442,2.0,719.0,2.0,910.0,1442,1990,1991,2,6,0.0,1,738.0,244,0,10357,179900
5,900,1.4,280.0,1.0,882.0,900,1967,1967,1,5,31.0,0,450.0,0,0,9819,122000
6,1045,1.9,264.0,1.0,1045.0,1045,1963,1963,1,6,0.0,1,826.0,0,0,7936,127000
6,1419,1.9,543.0,2.0,1487.0,1419,2002,2002,2,4,0.0,0,951.0,68,196,8773,190000
5,1452,1.4,572.0,2.0,1420.0,1452,1964,1980,1,6,30.0,1,785.0,0,92,11235,158450
5,1464,1.4,480.0,2.0,520.0,1464,1963,1999,2,6,0.0,1,444.0,0,302,12886,175000
9,1746,2.1,758.0,3.0,1746.0,1746,2006,2007,2,7,160.0,2,1320.0,39,201,14892,377500
5,1536,1.35,480.0,2.0,928.0,928,1930,1950,2,7,0.0,1,448.0,10,0,6240,138400
7,1734,2.5,660.0,2.0,1734.0,1734,2005,2005,2,7,0.0,0,1300.0,24,160,11645,260000
8,1976,2.7,908.0,3.0,1976.0,1976,2006,2007,2,7,304.0,1,1350.0,63,250,14977,440000
7,1212,2.5,573.0,2.0,1212.0,1212,2001,2001,2,6,0.0,0,0.0,0,356,9100,178000
5,1052,1.9,288.0,1.0,1052.0,1052,1968,1968,1,5,168.0,0,1016.0,0,356,8400,138500
5,1057,1.4,576.0,2.0,1057.0,1057,1962,1962,1,6,0.0,0,417.0,0,0,7420,132000
6,1609,1.7,305.0,1.0,1000.0,1068,1953,1953,1,7,0.0,0,468.0,0,0,9525,149900
7,1668,1.35,252.0,1.0,672.0,1195,1945,1950,1,8,0.0,0,0.0,0,210,7425,108000
5,924,2.5,280.0,1.0,924.0,924,1975,1975,1,5,0.0,0,0.0,0,0,7990,110000
6,1229,1.6,462.0,2.0,561.0,561,1980,1980,1,5,0.0,1,285.0,0,150,1300,124000
4,882,1.85,0.0,0.0,882.0,882,1956,1956,1,4,0.0,0,0.0,0,0,5500,103200
7,1352,2.15,466.0,2.0,1352.0,1352,2006,2007,2,5,0.0,1,937.0,241,0,3606,194000
5,948,1.4,300.0,1.0,948.0,948,1968,1968,1,6,0.0,0,0.0,0,147,8978,108000
5,864,1.4,440.0,1.0,864.0,864,1961,1961,1,5,0.0,0,864.0,0,158,9079,122000
7,1700,2.35,450.0,1.0,430.0,880,1980,1981,2,7,0.0,0,397.0,36,188,1700,148400
5,1276,1.7,350.0,1.0,1276.0,1276,1958,1958,1,5,0.0,0,0.0,0,0,9571,60000
7,1626,2.0,534.0,2.0,1602.0,1626,1994,1994,2,7,251.0,1,1271.0,40,424,9938,226500
2,480,1.05,308.0,1.0,480.0,480,1949,1950,0,4,0.0,0,50.0,0,0,9000,35311
6,1012,1.7,0.0,0.0,976.0,1012,1975,1975,2,4,355.0,0,976.0,0,0,7840,127500
5,889,1.45,484.0,2.0,864.0,889,1984,1984,1,6,0.0,0,647.0,0,0,12395,137500
6,1117,1.7,542.0,2.0,1029.0,1117,1977,1977,1,6,0.0,1,368.0,0,292,9638,147000
8,2452,2.7,691.0,3.0,1117.0,1132,2004,2005,3,9,132.0,1,0.0,32,113,13418,309000
7,2365,2.5,551.0,2.0,1803.0,2365,1971,2009,2,7,0.0,2,803.0,144,200,17597,315000
5,912,1.9,576.0,2.0,912.0,912,1965,2008,1,5,300.0,0,595.0,240,0,8872,147000
8,1567,2.1,648.0,3.0,1520.0,1567,2006,2006,2,7,0.0,1,1154.0,0,312,3982,264561
5,1360,1.9,572.0,2.0,384.0,1360,1955,1955,1,6,0.0,1,384.0,50,0,7134,130000
6,1525,2.15,440.0,2.0,756.0,769,2000,2000,2,5,456.0,1,436.0,0,0,2117,177000
5,1200,1.05,0.0,0.0,780.0,780,1930,1950,1,7,0.0,0,0.0,0,0,8155,119000
7,1073,1.45,246.0,1.0,1073.0,1073,2004,2004,2,4,0.0,0,510.0,120,0,5500,157000
5,1159,1.4,336.0,1.0,1051.0,1159,1968,1968,1,7,188.0,1,673.0,0,466,11553,158000
4,1540,1.9,352.0,1.0,1190.0,1040,1955,1955,1,7,0.0,0,150.0,0,0,7150,115000
5,894,1.4,308.0,1.0,894.0,894,1977,1977,1,5,0.0,0,138.0,0,192,6285,120750
7,1674,2.15,663.0,2.0,814.0,814,2000,2000,2,7,0.0,0,533.0,96,0,7500,216000
